id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2325,47,2,2,2,0,6439,1,0,3,14,5,326,3,-1,0,4,0
2326,39,2,3,2,0,2,1,0,3,9,6,259,2,-1,0,4,0
2327,51,10,2,3,0,117,0,0,1,24,8,467,2,88,4,2,1
2328,31,5,3,4,0,-201,1,0,1,22,8,81,4,-1,0,4,0
2329,31,2,2,3,0,5345,1,0,1,18,11,260,1,-1,0,4,0
2330,55,3,1,4,0,1730,0,0,1,22,7,156,3,-1,0,4,0
2331,47,8,2,3,0,440,1,0,3,12,6,91,1,-1,0,4,0
2332,46,10,3,4,0,568,0,0,2,28,8,51,4,-1,0,4,0
2333,47,5,2,3,0,-1,0,0,1,6,8,302,4,-1,0,4,0
2334,58,6,2,2,0,0,1,0,3,16,6,204,4,-1,0,4,0
2335,28,1,3,3,0,-103,1,0,3,12,5,252,4,-1,0,4,0
2336,69,6,2,3,0,0,0,0,1,27,7,666,1,90,4,3,1
2337,33,5,3,4,0,474,1,0,1,2,2,62,1,179,3,1,0
2338,36,11,2,3,0,352,1,0,1,4,6,94,2,-1,0,4,0
2339,55,8,2,3,0,3546,1,1,1,31,7,268,2,-1,0,4,0
2340,34,5,2,4,0,1036,1,0,1,19,11,54,7,-1,0,4,0
2341,54,5,1,4,0,92,0,1,2,7,7,86,4,-1,0,4,0
2342,45,7,2,3,0,629,0,0,1,4,8,165,2,-1,0,4,0
2343,28,10,3,4,0,1050,1,0,3,26,5,293,1,-1,0,4,0
2344,28,5,2,4,0,328,0,0,3,26,5,471,1,-1,0,4,0
2345,35,10,3,3,0,5731,1,0,1,4,5,164,2,167,4,2,0
2346,37,2,2,2,0,95,1,0,1,5,2,415,2,272,2,1,0
2347,36,8,2,3,0,183,1,0,3,20,5,103,3,-1,0,4,0
2348,26,5,3,4,0,1004,1,0,3,30,5,228,2,-1,0,4,1
2349,52,5,2,4,0,0,1,0,1,3,2,790,1,249,1,1,0
2350,41,10,3,3,0,2004,1,0,1,19,11,254,1,-1,0,4,0
2351,24,10,3,3,0,-103,1,1,3,5,5,145,1,-1,0,4,0
2352,51,5,2,4,0,1944,1,0,3,27,5,217,2,-1,0,4,0
2353,36,10,2,3,0,1345,1,0,1,18,11,82,1,172,3,1,0
2354,28,5,3,4,0,207,0,0,1,28,8,129,1,94,4,1,0
2355,41,10,3,4,0,431,0,0,1,26,4,128,2,186,3,3,0
2356,35,5,2,4,0,86,1,0,1,19,8,144,3,-1,0,4,0
2357,68,6,2,3,0,3588,0,0,2,3,4,119,1,-1,0,4,0
2358,49,2,2,2,0,2068,1,0,3,3,6,45,1,-1,0,4,0
2359,53,6,2,3,0,1004,1,0,3,29,5,155,1,-1,0,4,0
2360,32,10,3,3,0,28,1,0,1,18,11,368,1,-1,0,4,0
2361,28,1,3,3,0,261,1,1,1,29,1,254,3,142,6,3,1
2362,41,2,1,3,0,927,1,0,1,20,11,343,2,-1,0,4,0
2363,54,11,3,3,0,3611,1,0,1,5,2,81,1,-1,0,4,0
2364,51,5,2,3,0,0,0,0,3,9,6,224,3,-1,0,4,0
2365,39,5,2,4,0,1738,1,0,1,14,5,633,1,358,1,2,1
2366,30,2,2,3,0,2583,1,0,1,14,5,436,3,-1,0,4,0
2367,27,10,2,3,0,374,1,0,3,19,5,188,2,-1,0,4,0
2368,42,2,2,2,0,0,1,0,3,9,5,214,2,-1,0,4,0
2369,32,10,3,4,0,1068,0,0,1,6,8,175,4,-1,0,4,0
2370,48,5,2,4,0,6748,0,0,1,27,8,162,3,-1,0,4,0
2371,32,1,3,3,0,-648,1,0,3,28,5,439,2,-1,0,4,0
2372,35,8,1,3,0,-269,1,0,3,3,6,118,2,-1,0,4,0
2373,41,7,2,3,1,0,1,0,1,17,11,789,1,-1,0,4,1
2374,40,10,2,4,0,602,1,0,1,15,5,145,4,360,7,1,0
2375,30,5,2,4,0,549,0,0,1,28,8,59,8,-1,0,4,0
2376,48,8,1,2,0,927,0,0,3,6,6,201,6,-1,0,4,0
2377,37,3,1,4,0,66,0,0,1,18,11,1164,2,-1,0,4,1
2378,57,4,2,2,0,3570,0,0,3,9,6,233,2,-1,0,4,0
2379,26,10,3,4,0,77,1,0,3,29,5,125,2,-1,0,4,0
2380,68,6,1,2,0,476,0,0,2,28,6,363,1,-1,0,4,1
2381,30,10,2,3,0,-1,1,0,3,8,5,323,1,-1,0,4,0
2382,55,2,2,4,0,1341,0,0,1,22,8,46,8,-1,0,4,0
2383,35,1,2,3,0,430,1,0,1,17,4,611,1,270,4,1,0
2384,30,10,3,3,0,3,0,0,1,28,8,21,6,-1,0,4,0
2385,33,5,3,4,1,-5,0,0,1,18,8,127,4,-1,0,4,0
2386,26,7,2,4,0,10005,1,0,1,17,7,84,2,-1,0,4,0
2387,33,4,2,2,0,4136,1,0,1,20,4,178,5,-1,0,4,0
2388,29,7,2,3,0,123,0,1,1,22,10,247,1,184,3,3,1
2389,59,1,2,3,0,2381,0,0,1,30,4,173,2,-1,0,4,0
2390,32,2,2,2,0,29050,1,1,3,21,5,563,2,-1,0,4,0
2391,33,4,3,3,0,191,0,0,1,9,2,118,2,-1,0,4,0
2392,58,3,2,4,0,6384,0,0,1,19,11,90,3,-1,0,4,0
2393,42,5,2,4,0,294,0,0,1,26,8,513,1,-1,0,4,1
2394,58,8,2,3,0,5567,0,0,1,24,7,1869,1,-1,0,4,0
2395,45,10,2,3,0,396,1,0,1,17,4,266,4,-1,0,4,0
2396,40,4,1,3,0,1194,1,0,1,12,5,517,1,173,2,1,0
2397,53,2,2,2,0,0,1,1,1,7,5,263,1,-1,0,4,0
2398,56,10,2,3,0,150,1,1,1,11,5,102,6,349,1,1,0
2399,51,2,2,2,0,202,1,0,3,8,5,200,2,-1,0,4,0
2400,49,2,2,2,0,383,1,1,3,26,5,31,1,-1,0,4,0
2401,56,5,2,4,0,502,0,0,1,21,8,321,2,-1,0,4,0
2402,33,5,2,4,0,55,0,0,1,30,4,526,2,87,3,1,1
2403,48,10,2,3,0,425,1,0,3,4,6,357,4,-1,0,4,0
2404,46,5,2,4,0,740,1,0,1,8,5,462,1,359,2,1,0
2405,24,2,2,3,0,0,0,0,3,28,5,94,1,-1,0,4,0
2406,30,10,2,3,0,-146,1,1,1,18,5,167,1,-1,0,4,0
2407,37,11,2,3,0,63,0,0,1,5,2,434,1,-1,0,4,0
2408,24,1,3,3,0,845,1,0,3,13,5,105,1,-1,0,4,0
2409,31,8,2,3,0,440,1,0,3,17,6,117,3,-1,0,4,0
2410,50,5,1,4,0,738,1,1,3,29,5,68,1,-1,0,4,0
2411,31,2,2,3,0,29,0,0,1,30,7,130,3,-1,0,4,0
2412,36,2,2,1,0,722,1,0,1,18,11,242,1,182,2,1,0
2413,32,11,2,3,1,2,1,0,3,13,5,178,2,-1,0,4,0
2414,57,2,2,3,0,1404,0,0,1,18,8,119,7,-1,0,4,0
2415,57,12,1,1,0,4244,0,0,3,18,6,626,5,-1,0,4,0
2416,31,8,3,3,0,0,1,0,1,24,7,362,1,-1,0,4,0
2417,24,10,3,4,0,777,1,0,3,8,5,131,1,-1,0,4,0
2418,57,8,2,3,0,2658,1,0,1,21,11,107,1,190,1,1,0
2419,46,2,2,3,0,640,1,0,1,11,9,108,2,129,2,1,1
2420,55,2,2,3,0,1765,1,0,1,5,2,445,1,267,1,1,0
2421,33,8,2,3,0,34,1,1,3,3,6,161,1,-1,0,4,0
2422,81,6,1,1,0,0,0,0,2,16,10,128,1,-1,0,4,0
2423,38,5,2,4,0,76,1,0,1,7,7,196,3,-1,0,4,0
2424,30,5,3,4,0,1571,0,0,1,5,8,996,2,-1,0,4,0
2425,57,2,2,2,0,1610,0,0,2,16,3,147,1,-1,0,4,0
2426,38,1,2,3,0,1973,0,0,1,21,11,155,2,-1,0,4,0
2427,56,5,1,4,0,968,0,0,1,17,11,105,1,-1,0,4,0
2428,47,8,2,3,0,-288,0,0,3,19,5,193,6,-1,0,4,0
2429,41,2,2,3,0,750,1,0,1,31,7,207,2,-1,0,4,0
2430,34,5,2,4,0,589,0,0,1,19,4,125,2,-1,0,4,1
2431,33,10,1,4,0,0,1,0,1,2,6,72,1,-1,0,4,0
2432,32,10,2,4,0,0,1,0,1,2,6,149,1,-1,0,4,0
2433,81,6,2,2,0,5220,0,0,2,13,11,135,1,94,2,2,1
2434,59,11,2,3,0,729,0,0,1,4,2,99,1,-1,0,4,0
2435,56,5,1,4,0,722,0,0,1,19,2,134,3,94,2,1,0
2436,46,2,2,3,0,519,1,0,1,25,8,217,6,-1,0,4,0
2437,28,10,3,3,0,1405,1,0,1,5,2,605,3,-1,0,4,0
2438,32,1,3,4,0,2004,0,0,1,2,2,141,1,75,1,1,0
2439,35,10,2,3,0,23876,0,0,1,18,8,191,2,-1,0,4,0
2440,59,4,2,2,0,88,1,0,1,28,7,63,5,-1,0,4,0
2441,36,10,2,3,0,2394,0,0,1,14,8,184,2,-1,0,4,0
2442,29,5,3,4,0,13,1,0,1,15,5,26,6,-1,0,4,0
2443,31,10,3,3,0,775,0,0,1,2,2,361,1,-1,0,4,0
2444,74,6,2,4,0,20422,0,0,1,12,8,90,2,-1,0,4,0
2445,35,8,2,3,0,0,1,0,1,6,5,343,3,351,1,1,0
2446,30,1,2,3,0,2174,1,0,1,9,2,191,1,-1,0,4,0
2447,35,1,2,3,0,-85,0,0,1,2,3,136,6,-1,0,4,0
2448,29,5,2,4,0,8,1,0,1,14,5,41,2,-1,0,4,0
2449,28,5,3,4,0,3053,0,0,2,18,1,165,4,-1,0,4,0
2450,45,2,2,3,0,61,1,1,3,23,5,208,1,-1,0,4,0
2451,52,2,3,2,0,3421,0,0,3,20,6,212,8,-1,0,4,0
2452,46,1,2,3,0,1069,1,0,3,8,5,45,2,-1,0,4,0
2453,34,5,2,4,0,186,1,0,1,14,5,115,3,-1,0,4,0
2454,37,10,1,3,1,325,1,1,3,5,6,487,1,-1,0,4,0
2455,59,1,2,3,0,0,1,0,1,10,7,982,1,-1,0,4,1
2456,48,2,2,3,0,7985,1,0,1,11,5,232,2,347,1,1,0
2457,57,10,2,3,0,1144,1,0,1,6,4,41,2,-1,0,4,0
2458,51,8,2,2,0,314,1,1,2,8,5,713,3,-1,0,4,0
2459,28,11,2,3,0,858,1,0,3,21,5,371,1,-1,0,4,0
2460,33,7,2,4,0,6,0,0,3,16,6,141,6,-1,0,4,0
2461,54,5,2,4,0,17008,0,0,1,19,11,151,2,-1,0,4,0
2462,35,10,1,3,0,-870,1,0,1,14,7,180,4,-1,0,4,0
2463,59,5,2,4,0,0,0,0,1,19,8,112,2,-1,0,4,0
2464,25,11,3,4,0,343,0,0,1,1,6,377,1,-1,0,4,1
2465,39,2,2,2,0,295,1,0,3,4,6,38,1,-1,0,4,0
2466,35,2,2,3,0,257,1,0,1,14,5,186,1,-1,0,4,0
2467,40,2,2,2,0,48,0,0,3,9,6,100,5,-1,0,4,0
2468,29,10,3,3,0,577,1,0,1,18,5,18,4,-1,0,4,0
2469,64,12,2,1,0,2280,0,0,2,7,9,289,1,-1,0,4,0
2470,29,1,3,1,0,175,0,0,3,28,5,597,3,-1,0,4,0
2471,41,2,3,3,0,98,0,1,1,20,11,180,1,122,6,1,0
2472,46,10,2,3,0,-220,1,0,1,25,7,203,1,-1,0,4,0
2473,50,5,2,4,0,938,0,0,1,30,4,780,1,-1,0,4,1
2474,43,4,2,3,0,743,0,1,1,23,7,323,3,-1,0,4,0
2475,39,1,2,3,0,217,1,0,1,8,4,284,1,308,4,1,0
2476,34,5,2,4,0,3402,0,0,1,3,6,88,2,-1,0,4,0
2477,37,5,2,4,0,1353,1,0,1,19,11,101,1,-1,0,4,0
2478,44,2,3,3,0,34,1,0,3,5,5,404,4,-1,0,4,0
2479,45,10,2,3,0,0,0,0,1,9,7,113,2,-1,0,4,0
2480,56,8,1,3,0,141,1,0,1,11,5,63,2,370,2,1,0
2481,32,5,3,4,0,127,1,0,3,30,5,66,3,-1,0,4,0
2482,31,5,2,4,0,140,0,0,1,6,2,9,8,212,4,2,0
2483,33,1,2,3,0,1293,1,0,1,15,5,245,9,373,2,1,0
2484,43,8,1,3,0,-145,1,0,1,28,7,68,3,-1,0,4,0
2485,51,11,2,4,0,1801,0,0,1,16,4,838,3,-1,0,4,1
2486,36,10,2,4,0,1327,0,0,1,29,10,174,2,-1,0,4,0
2487,43,12,2,1,0,1517,0,0,3,20,6,45,1,-1,0,4,0
2488,29,1,3,3,0,915,1,0,3,27,5,103,1,-1,0,4,0
2489,27,1,3,3,0,292,1,0,1,12,5,53,9,362,8,2,0
2490,38,2,2,2,0,-326,1,0,3,16,5,237,3,-1,0,4,0
2491,42,10,1,3,0,0,1,0,3,30,5,115,6,-1,0,4,0
2492,46,7,2,2,0,5442,1,0,1,18,7,115,4,-1,0,4,0
2493,37,7,1,4,0,1513,0,0,3,30,5,510,1,-1,0,4,0
2494,32,5,3,4,1,62,0,1,1,24,7,577,3,-1,0,4,0
2495,41,10,3,4,0,15302,0,0,1,19,8,121,4,-1,0,4,0
2496,41,10,3,4,0,6029,1,0,3,14,5,254,2,-1,0,4,0
2497,40,2,2,3,0,2932,1,0,3,9,6,22,17,-1,0,4,0
2498,35,5,1,4,0,473,0,1,1,5,8,37,2,-1,0,4,0
2499,59,2,1,3,0,4190,1,0,1,20,11,221,1,-1,0,4,0
2500,50,2,2,1,0,0,0,0,3,11,6,249,1,-1,0,4,0
2501,30,8,3,3,0,62,1,0,1,21,11,76,1,-1,0,4,0
2502,31,5,3,4,0,0,1,0,1,30,4,97,2,87,2,2,0
2503,42,7,2,3,0,357,0,0,1,22,8,94,4,-1,0,4,0
2504,49,2,2,2,0,-117,0,0,1,25,8,53,6,-1,0,4,0
2505,25,7,3,4,0,-44,0,1,1,8,7,201,1,-1,0,4,0
2506,37,3,2,3,0,2971,0,0,1,17,11,361,2,188,11,2,0
2507,33,2,2,3,0,932,1,0,3,21,5,226,1,-1,0,4,0
2508,37,2,2,2,0,11,0,0,2,30,7,109,8,-1,0,4,0
2509,29,1,3,3,0,345,0,0,1,11,3,60,3,-1,0,4,0
2510,50,2,1,2,0,171,0,0,1,14,8,75,3,-1,0,4,0
2511,31,10,3,3,0,118,0,0,1,2,2,50,1,-1,0,4,0
2512,35,11,3,4,0,415,0,0,1,4,2,649,1,176,1,1,1
2513,40,1,2,3,0,0,1,1,3,29,5,49,3,-1,0,4,0
2514,41,8,2,1,0,1236,1,0,1,2,4,229,2,-1,0,4,0
2515,34,5,2,4,0,1388,1,0,1,1,9,222,1,93,4,1,0
2516,47,2,2,4,0,1707,0,0,1,27,8,71,7,-1,0,4,0
2517,46,10,3,3,0,1758,1,0,1,18,11,109,1,-1,0,4,0
2518,38,10,3,3,0,367,0,0,1,20,8,128,2,-1,0,4,0
2519,51,5,2,4,0,1990,0,0,2,31,7,251,5,-1,0,4,0
2520,60,1,2,3,0,3043,0,0,1,19,8,235,3,-1,0,4,0
2521,52,12,2,2,0,5521,0,0,1,11,8,126,4,-1,0,4,0
2522,26,2,3,3,0,2,1,0,1,7,5,223,1,-1,0,4,0
2523,31,3,2,4,0,312,0,0,1,29,1,468,2,-1,0,4,0
2524,35,2,2,1,0,-400,1,1,3,3,7,85,1,-1,0,4,0
2525,34,2,3,2,0,2146,1,0,3,13,5,138,1,-1,0,4,0
2526,42,8,2,4,0,412,1,0,2,19,11,142,4,169,5,1,0
2527,52,8,1,3,0,220,1,0,3,7,5,143,3,-1,0,4,0
2528,29,8,3,3,0,536,1,0,2,2,2,30,5,-1,0,4,0
2529,56,2,2,2,0,2324,1,0,2,19,8,132,4,-1,0,4,0
2530,40,5,2,4,0,-37,0,1,1,15,7,408,4,-1,0,4,0
2531,26,9,3,3,0,2572,1,0,1,5,5,620,1,-1,0,4,0
2532,37,8,1,3,0,652,0,0,1,25,7,177,2,-1,0,4,0
2533,32,10,3,4,0,6281,1,0,3,3,6,1336,4,-1,0,4,1
2534,32,4,3,4,0,4,1,0,1,21,8,776,2,-1,0,4,0
2535,42,5,2,4,0,843,0,1,1,15,7,226,3,-1,0,4,0
2536,38,2,2,3,0,1005,0,0,3,20,6,76,12,-1,0,4,0
2537,33,2,2,3,0,215,0,0,1,15,4,166,1,-1,0,4,0
2538,40,2,2,2,0,2880,1,0,3,6,5,145,2,-1,0,4,0
2539,41,11,2,3,0,0,1,1,2,27,4,89,12,-1,0,4,0
2540,38,5,3,4,0,93,1,1,3,16,6,394,3,-1,0,4,0
2541,44,5,1,4,0,2367,0,0,1,22,9,263,1,184,6,3,1
2542,30,2,3,3,0,971,1,0,1,17,4,283,1,317,2,2,0
2543,34,10,3,4,1,-6,0,0,1,28,8,79,8,-1,0,4,0
2544,49,5,1,4,0,169,0,0,1,18,7,141,1,-1,0,4,0
2545,53,8,1,3,0,4554,0,0,1,5,2,8,6,-1,0,4,0
2546,48,2,2,3,0,750,1,0,3,3,6,246,5,-1,0,4,0
2547,55,2,2,2,0,1937,1,0,2,21,11,64,3,-1,0,4,0
2548,33,2,3,2,0,1,1,0,1,20,4,257,1,-1,0,4,0
2549,37,2,3,3,0,9306,1,0,1,11,5,603,1,-1,0,4,0
2550,24,2,3,3,0,-398,1,0,1,18,5,14,3,355,4,2,0
2551,31,2,3,3,0,199,0,0,2,30,4,110,1,-1,0,4,0
2552,28,8,3,2,0,198,0,0,1,4,2,976,2,-1,0,4,1
2553,50,5,3,4,0,1300,1,0,3,13,5,379,2,-1,0,4,0
2554,40,1,2,2,0,189,1,0,3,27,5,160,2,-1,0,4,0
2555,33,2,3,3,0,123,0,0,1,2,2,175,2,-1,0,4,0
2556,29,8,3,3,0,102,0,0,1,12,7,154,1,182,5,1,0
2557,53,3,2,3,0,111,1,0,1,20,11,600,3,189,2,1,0
2558,30,5,2,4,0,160,1,0,1,30,7,83,4,-1,0,4,0
2559,60,7,2,3,0,0,0,0,3,6,6,97,1,-1,0,4,0
2560,48,8,1,3,0,-276,1,1,1,13,5,674,1,-1,0,4,1
2561,43,2,2,3,0,1343,1,1,1,25,7,211,2,-1,0,4,0
2562,61,10,2,3,0,50,1,0,1,22,7,213,5,-1,0,4,0
2563,32,1,3,4,0,298,0,0,1,8,8,494,1,-1,0,4,0
2564,30,2,3,3,0,411,0,0,1,25,5,115,1,-1,0,4,0
2565,28,10,3,4,0,1080,1,0,1,18,5,192,1,-1,0,4,0
2566,37,1,3,3,0,-117,0,1,1,7,7,106,1,-1,0,4,0
2567,35,5,3,4,1,-1980,1,1,1,11,8,227,1,-1,0,4,0
2568,32,10,2,3,0,1118,1,1,3,9,5,128,2,-1,0,4,0
2569,28,2,2,3,0,0,1,0,3,8,5,459,2,-1,0,4,0
2570,57,3,2,4,0,958,0,0,3,6,6,250,2,-1,0,4,0
2571,44,7,2,2,0,414,1,0,1,4,2,138,1,272,2,2,0
2572,43,8,1,3,0,313,1,0,1,8,5,155,2,-1,0,4,0
2573,51,1,2,3,0,907,1,0,2,21,7,722,3,-1,0,4,0
2574,58,2,1,1,0,55,1,0,1,31,7,119,8,-1,0,4,0
2575,54,1,2,1,0,3965,1,0,3,15,5,138,2,-1,0,4,0
2576,54,11,1,3,0,309,0,0,1,20,4,241,1,-1,0,4,1
2577,42,10,2,3,0,-356,1,1,1,5,8,97,1,-1,0,4,0
2578,53,5,2,4,0,9072,0,0,1,18,11,117,2,-1,0,4,0
2579,26,5,3,4,0,1643,0,0,1,12,8,243,1,-1,0,4,0
2580,52,7,2,3,0,213,1,0,1,14,5,164,2,-1,0,4,0
2581,37,2,2,3,0,604,1,0,1,7,10,371,1,495,1,1,1
2582,39,7,2,4,0,3201,0,0,3,6,6,197,2,-1,0,4,0
2583,45,2,2,3,0,2644,1,0,1,21,11,36,2,-1,0,4,0
2584,39,5,2,4,0,55,0,0,1,31,7,216,4,-1,0,4,0
2585,36,2,3,3,0,340,0,1,3,16,6,559,3,-1,0,4,0
2586,52,5,1,4,0,590,0,0,3,6,6,354,5,-1,0,4,0
2587,31,8,3,3,0,334,0,0,3,28,6,54,1,-1,0,4,0
2588,50,1,1,3,0,1111,1,0,1,17,4,50,1,-1,0,4,0
2589,33,10,2,4,0,236,1,0,1,11,7,203,1,-1,0,4,0
2590,41,5,3,4,0,260,0,0,1,4,8,149,1,-1,0,4,0
2591,59,5,2,4,0,2319,1,0,3,15,5,132,32,-1,0,4,0
2592,52,8,1,2,1,-1,0,1,1,29,7,112,6,-1,0,4,0
2593,46,1,2,3,0,186,1,0,1,11,5,643,2,-1,0,4,0
2594,29,1,1,3,0,2,0,1,1,29,1,220,1,-1,0,4,0
2595,30,12,3,4,0,6836,0,0,1,27,2,30,3,-1,0,4,0
2596,57,6,2,4,0,1458,0,0,1,19,8,250,1,107,5,1,0
2597,35,5,3,4,0,-353,1,0,1,16,7,70,1,-1,0,4,0
2598,41,2,2,2,0,362,0,0,1,10,7,326,5,-1,0,4,0
2599,55,10,1,3,0,61,1,1,1,25,8,113,3,-1,0,4,0
2600,31,1,3,3,0,410,0,0,1,25,10,182,1,185,1,3,1
2601,33,8,2,3,0,109,1,0,3,2,6,54,4,-1,0,4,0
2602,45,2,2,2,0,692,1,1,1,27,8,102,4,-1,0,4,0
2603,52,3,2,4,0,-184,1,1,3,6,5,392,2,-1,0,4,0
2604,45,10,3,4,0,302,1,0,3,20,6,36,4,-1,0,4,0
2605,35,5,2,4,0,24,1,0,1,8,4,169,1,231,2,1,0
2606,31,1,3,3,0,2076,0,1,1,18,11,178,1,127,7,2,0
2607,52,2,2,2,0,2439,1,0,3,30,5,212,3,-1,0,4,0
2608,34,10,2,3,0,390,1,0,1,27,3,95,2,231,2,1,1
2609,47,10,2,3,0,332,1,0,1,2,2,276,1,269,1,3,0
2610,39,10,2,3,0,1048,0,1,1,21,7,405,1,-1,0,4,0
2611,31,1,2,3,0,0,1,0,1,29,7,82,5,-1,0,4,0
2612,52,1,2,3,0,4233,0,0,3,11,6,158,2,-1,0,4,0
2613,57,8,2,2,0,2893,0,0,1,8,8,207,2,-1,0,4,0
2614,28,1,2,3,0,-97,1,0,1,13,5,129,1,-1,0,4,0
2615,35,7,3,4,0,329,1,0,1,20,4,19,7,-1,0,4,0
2616,55,8,2,3,0,4263,0,0,1,14,8,93,2,-1,0,4,0
2617,62,4,2,3,0,2,0,0,1,3,11,322,1,-1,0,4,1
2618,32,2,1,2,0,174,1,0,2,18,7,11,1,-1,0,4,0
2619,58,2,2,3,0,0,0,0,1,18,8,27,17,-1,0,4,0
2620,40,5,3,4,0,-318,1,1,1,9,4,133,1,-1,0,4,0
2621,49,6,2,3,0,329,1,0,3,14,5,264,2,-1,0,4,0
2622,52,5,2,3,0,4873,0,0,2,6,2,381,6,213,9,1,0
2623,26,10,3,3,0,342,0,0,1,14,10,133,2,-1,0,4,0
2624,41,2,2,2,0,849,1,0,3,15,5,72,1,-1,0,4,0
2625,34,5,3,4,0,26575,0,0,1,5,5,245,6,168,1,1,0
2626,52,1,3,1,0,872,1,0,2,18,5,82,6,335,1,2,0
2627,30,5,3,4,1,35,0,0,1,30,7,185,4,-1,0,4,0
2628,57,10,2,3,0,3240,1,0,3,14,5,129,2,-1,0,4,0
2629,47,8,2,2,0,586,0,0,1,12,8,68,2,-1,0,4,0
2630,38,12,2,1,0,124,1,0,3,20,5,37,13,-1,0,4,0
2631,35,2,2,2,0,441,1,0,3,14,5,8,1,-1,0,4,0
2632,28,1,3,1,0,2736,0,0,1,8,7,705,1,-1,0,4,1
2633,41,10,3,3,0,618,0,0,1,5,2,1056,1,-1,0,4,0
2634,51,6,2,2,0,752,1,0,3,30,5,214,2,-1,0,4,0
2635,28,5,3,3,0,703,1,0,1,15,5,485,1,88,1,2,1
2636,59,6,2,3,0,319,1,0,3,5,5,143,3,-1,0,4,0
2637,47,8,1,3,0,-288,1,0,3,28,5,107,7,-1,0,4,0
2638,32,5,1,4,0,530,1,0,1,24,9,91,1,114,2,1,0
2639,29,5,2,3,0,-420,1,0,1,2,2,77,3,-1,0,4,0
2640,29,1,3,3,0,43,1,0,3,9,5,179,2,-1,0,4,0
2641,44,10,2,3,0,13761,1,0,3,29,5,65,1,-1,0,4,0
2642,34,1,1,3,0,1268,1,0,1,15,5,259,3,-1,0,4,0
2643,38,2,2,3,0,566,1,1,2,17,4,318,2,332,6,2,0
2644,40,8,2,3,0,1358,0,0,3,19,6,96,1,-1,0,4,0
2645,60,6,2,3,0,2086,1,0,3,15,5,182,2,-1,0,4,0
2646,37,8,2,3,0,3429,1,1,1,8,5,151,4,171,11,2,0
2647,26,10,3,4,0,1996,0,0,1,29,1,111,2,-1,0,4,0
2648,25,2,3,3,0,-250,1,0,3,13,5,456,1,-1,0,4,0
2649,50,11,2,3,0,-13,1,0,3,14,5,554,1,-1,0,4,0
2650,38,2,2,3,0,757,1,0,1,2,2,133,1,272,1,1,0
2651,32,10,3,4,0,1059,1,0,1,17,4,115,1,-1,0,4,0
2652,44,8,3,3,0,1378,1,0,3,8,5,257,2,-1,0,4,0
2653,36,2,2,3,0,777,1,0,1,6,5,185,3,-1,0,4,0
2654,32,4,2,4,0,357,1,0,1,18,11,175,2,-1,0,4,0
2655,27,4,3,4,0,979,1,0,1,7,5,272,4,357,1,2,0
2656,37,5,1,4,0,443,1,0,1,9,4,240,3,-1,0,4,0
2657,51,2,2,3,0,0,1,0,1,21,11,8,6,-1,0,4,0
2658,36,5,2,4,0,535,0,0,1,20,4,150,2,-1,0,4,1
2659,45,5,2,4,0,3643,0,0,1,21,11,162,1,-1,0,4,0
2660,44,2,2,3,0,1678,1,0,3,17,6,120,1,-1,0,4,0
2661,50,2,1,2,0,2554,0,0,1,31,7,51,2,-1,0,4,0
2662,31,10,2,3,0,535,0,0,1,8,8,81,2,-1,0,4,0
2663,38,2,2,3,0,-390,1,0,3,5,5,287,1,-1,0,4,0
2664,82,6,2,3,0,121,0,0,2,19,2,330,1,-1,0,4,1
2665,34,1,3,2,0,286,1,0,1,13,5,329,1,-1,0,4,0
2666,40,8,3,3,0,0,1,0,1,17,4,350,2,-1,0,4,0
2667,36,5,2,3,0,565,0,0,1,27,3,300,1,-1,0,4,1
2668,43,2,2,3,0,-111,1,0,3,29,5,132,3,-1,0,4,0
2669,80,6,2,3,0,1610,0,0,1,12,8,71,1,-1,0,4,0
2670,26,2,2,3,0,115,1,0,3,4,7,46,3,-1,0,4,0
2671,39,2,2,3,0,1419,1,0,1,13,5,9,12,349,1,2,0
2672,33,5,2,4,0,956,1,0,1,30,4,115,1,-1,0,4,0
2673,33,10,3,4,0,3773,0,0,1,26,8,124,4,-1,0,4,0
2674,39,10,2,3,0,251,1,0,1,17,7,342,2,-1,0,4,1
2675,32,5,3,4,0,1434,0,0,1,11,8,1144,3,-1,0,4,0
2676,53,6,1,2,0,1126,0,0,3,20,6,92,3,-1,0,4,0
2677,33,2,2,3,0,-10,1,0,3,6,5,123,1,-1,0,4,0
2678,50,2,2,2,0,231,1,0,3,16,5,171,4,-1,0,4,0
2679,35,2,2,2,0,422,1,0,1,14,5,73,1,-1,0,4,0
2680,53,5,1,4,0,0,0,0,3,9,5,44,2,-1,0,4,0
2681,28,7,3,4,0,0,1,0,3,26,5,1560,2,-1,0,4,1
2682,30,7,2,4,0,2666,0,0,1,4,5,781,3,89,1,3,1
2683,32,2,3,2,0,882,0,1,1,29,7,80,8,-1,0,4,0
2684,39,11,2,3,0,0,1,0,3,20,5,191,1,-1,0,4,0
2685,41,5,2,4,0,326,1,0,1,5,5,788,1,-1,0,4,1
2686,30,5,2,4,0,49,1,1,3,1,7,359,1,-1,0,4,0
2687,32,10,3,3,0,801,1,0,1,17,4,637,1,-1,0,4,0
2688,33,8,2,3,0,346,1,0,1,16,7,172,1,-1,0,4,0
